timestamp,time,temp_C,pressure_hPa,humidity,temp_min_C,temp_max_C,wind_m_s,wind_deg,clouds_percent
1736226000,2025-01-07T18:00:00,21.02,1011,61,19.86,22.31,8.75,230,0
1736229600,2025-01-07T19:00:00,20.45,1011,68,18.96,21.28,8.23,230,20
1736233200,2025-01-07T20:00:00,19.13,1011,62,18.19,19.84,8.23,230,75
1736236800,2025-01-07T21:00:00,18.2,1011,75,16.53,18.64,8.23,230,75
1736240400,2025-01-07T22:00:00,17.54,1012,77,15.42,18.73,6.69,230,40
1736244000,2025-01-07T23:00:00,16.7,1012,79,15.42,17.51,7.2,230,0
1736247600,2025-01-08T00:00:00,16.64,1012,81,14.91,18.17,7.2,230,0
1738321200,2025-02-01T00:00:00,18.96,1021,67,17.1,19.88,1.03,120,91
1738324800,2025-02-01T01:00:00,18.94,1021,74,16.53,19.81,1.54,150,93
1738328400,2025-02-01T02:00:00,18.22,1020,69,16.02,18.77,1.54,100,20
1738332000,2025-02-01T03:00:00,18.1,1020,73,15.97,18.73,1.85,147,100
1738335600,2025-02-01T04:00:00,17.81,1020,75,15.42,18.51,2.06,110,100
1738339200,2025-02-01T05:00:00,17.94,1019,70,17.1,18.73,1.54,130,75
1738342800,2025-02-01T06:00:00,17.8,1019,76,16.74,18.17,1.03,120,100
1738346400,2025-02-01T07:00:00,17.16,1020,71,14.91,18.17,1.03,130,75
1738350000,2025-02-01T08:00:00,18.07,1020,68,16.53,18.97,1.54,140,100
1738353600,2025-02-01T09:00:00,19.91,1021,72,18.51,21.28,0.51,120,100
1738357200,2025-02-01T10:00:00,22.24,1020,79,20.51,23.17,1.54,200,40
1738360800,2025-02-01T11:00:00,23.15,1020,64,22.1,24.19,1.79,155,100
1738364400,2025-02-01T12:00:00,24.16,1020,56,23.21,25.23,1.34,89,100
1738368000,2025-02-01T13:00:00,25.3,1020,61,23.51,25.95,3.6,230,100
1738371600,2025-02-01T14:00:00,25.33,1019,61,24.05,25.95,3.6,240,100
1738375200,2025-02-01T15:00:00,24.44,1018,65,24.11,25.47,3.6,240,100
1738378800,2025-02-01T16:00:00,24.51,1018,65,24.3,24.51,5.14,240,100
1738382400,2025-02-01T17:00:00,24.51,1018,53,24.3,24.51,5.66,230,100
1738386000,2025-02-01T18:00:00,24.36,1018,41,24.3,24.51,5.14,220,100
1738389600,2025-02-01T19:00:00,23.14,1018,73,21.74,23.73,6.17,230,40
1738393200,2025-02-01T20:00:00,21.95,1018,77,20.63,22.62,6.69,230,75
1738396800,2025-02-01T21:00:00,21.14,1019,80,20.07,21.42,6.17,220,20
1738400400,2025-02-01T22:00:00,20.32,1019,83,19.51,20.51,4.63,210,75
1738404000,2025-02-01T23:00:00,19.43,1019,67,18.21,20.31,4.63,200,40
1738407600,2025-02-02T00:00:00,18.9,1019,68,17.45,19.88,3.6,200,40
1738411200,2025-02-02T01:00:00,18.64,1019,69,16.89,19.75,3.09,200,20
1738414800,2025-02-02T02:00:00,18.28,1019,70,15.78,19.51,3.6,200,75
1738418400,2025-02-02T03:00:00,17.99,1018,67,15.64,18.77,2.06,180,75
1738422000,2025-02-02T04:00:00,17.48,1018,66,14.86,18.51,3.6,200,40
1738425600,2025-02-02T05:00:00,17.42,1018,74,14.91,18.7,2.57,190,20
1738429200,2025-02-02T06:00:00,17.34,1018,75,14.91,18.4,2.57,200,19
1738432800,2025-02-02T07:00:00,16.89,1019,66,14.3,17.51,2.57,200,19
1738436400,2025-02-02T08:00:00,17.58,1019,72,16.02,19.51,2.24,200,40
1738440000,2025-02-02T09:00:00,19.61,1019,89,18.51,20.63,1.79,217,100
1738443600,2025-02-02T10:00:00,21.26,1019,82,20.31,22.13,3.13,196,75
1738447200,2025-02-02T11:00:00,23.43,1019,80,22.13,24.25,3.6,220,40
1738450800,2025-02-02T12:00:00,24.05,1018,58,22.51,24.88,5.66,230,75
1738454400,2025-02-02T13:00:00,25.43,1018,61,23.75,26.2,6.69,230,45
1738458000,2025-02-02T14:00:00,25.46,1018,58,24.51,26.75,7.2,230,0
1738461600,2025-02-02T15:00:00,26.18,1017,60,24.51,27.1,7.72,230,1
1738465200,2025-02-02T16:00:00,25.19,1017,59,24.32,26.58,8.23,230,1
1738468800,2025-02-02T17:00:00,24.33,1017,56,23.21,26.02,8.23,230,1
1738472400,2025-02-02T18:00:00,23.95,1017,59,22.85,24.86,7.72,240,1
1738476000,2025-02-02T19:00:00,23.26,1017,73,22.29,23.8,7.2,230,1
1738479600,2025-02-02T20:00:00,21.66,1018,78,20.51,22.86,6.17,240,20
1738483200,2025-02-02T21:00:00,20.6,1019,82,19.3,21.51,4.63,220,75
1738486800,2025-02-02T22:00:00,19.68,1020,85,18.24,20.09,4.12,200,75
1738490400,2025-02-02T23:00:00,19.56,1020,70,18.19,20.95,1.54,210,75
1738494000,2025-02-03T00:00:00,19.22,1020,69,18.19,19.88,1.54,130,100
1738497600,2025-02-03T01:00:00,18.62,1020,69,17.13,19.53,2.06,360,75
1738501200,2025-02-03T02:00:00,19.31,1020,72,16.53,20.4,2.24,45,0
1738504800,2025-02-03T03:00:00,18.92,1020,70,16.34,20.31,2.68,37,75
1738508400,2025-02-03T04:00:00,18.61,1019,69,17.08,19.84,3.58,59,75
1738512000,2025-02-03T05:00:00,18.41,1019,88,17.64,18.96,3.09,50,100
1738515600,2025-02-03T06:00:00,17.96,1019,90,16.89,18.51,2.06,30,75
1738519200,2025-02-03T07:00:00,17.58,1020,70,16.55,18.51,1.54,20,75
1738522800,2025-02-03T08:00:00,18.33,1020,90,17.45,18.8,1.54,40,100
1738526400,2025-02-03T09:00:00,19.4,1021,87,18.56,20.47,1.54,70,75
1738530000,2025-02-03T10:00:00,20.77,1021,78,20.07,21.51,1.79,66,100
1738533600,2025-02-03T11:00:00,21.86,1021,56,21.51,22.86,1.79,62,75
1738537200,2025-02-03T12:00:00,22.51,1021,60,22.51,22.51,2.06,340,100
1738540800,2025-02-03T13:00:00,22.84,1021,70,22.08,23.51,1.54,10,75
1738544400,2025-02-03T14:00:00,23.95,1020,62,23.19,24.51,1.54,140,75
1738548000,2025-02-03T15:00:00,24.33,1019,64,23.77,24.88,4.92,37,75
1738551600,2025-02-03T16:00:00,24.47,1019,62,24.11,24.88,5.14,240,54
1738555200,2025-02-03T17:00:00,23.28,1018,75,23.08,24.51,5.14,240,61
1738558800,2025-02-03T18:00:00,23.31,1018,55,21.58,23.77,5.66,230,69
1738562400,2025-02-03T19:00:00,22.13,1018,47,21.53,22.53,6.17,230,72
1738566000,2025-02-03T20:00:00,22,1018,76,20.97,22.85,5.14,230,60
1738569600,2025-02-03T21:00:00,20.72,1019,81,19.3,21.51,4.12,230,38
1738573200,2025-02-03T22:00:00,19.01,1019,66,17.66,20.09,3.6,230,20
1738576800,2025-02-03T23:00:00,18.18,1019,69,16.89,19.32,2.57,250,58
1738580400,2025-02-04T00:00:00,17.83,1019,66,16.55,18.77,2.06,240,66
1738584000,2025-02-04T01:00:00,17.7,1019,70,15.99,18.96,1.54,230,20
1738587600,2025-02-04T02:00:00,17.45,1019,71,15.42,18.73,1.1,235,92
1738591200,2025-02-04T03:00:00,17.34,1018,72,15.78,18.96,1.18,245,50
1738594800,2025-02-04T04:00:00,17.59,1018,71,15.99,18.73,1.54,230,75
1738598400,2025-02-04T05:00:00,17.6,1017,71,15.99,18.73,2.57,240,40
1738602000,2025-02-04T06:00:00,17.1,1017,72,15.42,18.51,1.54,250,75
1738605600,2025-02-04T07:00:00,16.44,1018,70,14.88,18.4,2.25,204,36
1738609200,2025-02-04T08:00:00,18.04,1018,70,15.97,19.28,0.45,215,42
1738612800,2025-02-04T09:00:00,19.17,1019,91,18.56,20.17,3.09,190,75
1738616400,2025-02-04T10:00:00,21.24,1019,80,20.42,22.06,4.12,200,75
1738620000,2025-02-04T11:00:00,22.43,1018,73,21.51,23.24,5.66,210,20
1738623600,2025-02-04T12:00:00,23.38,1018,60,22.51,24.19,5.14,230,75
1738627200,2025-02-04T13:00:00,24.22,1017,63,22.51,25.31,5.14,230,75
1738630800,2025-02-04T14:00:00,24.45,1016,62,23.51,25.31,5.66,240,1
1738634400,2025-02-04T15:00:00,24.44,1016,62,23.4,24.91,5.14,240,1
1738638000,2025-02-04T16:00:00,24.55,1015,63,23.51,25.47,5.66,240,1
1738641600,2025-02-04T17:00:00,23.89,1015,65,22.85,24.35,3.58,188,1
1738645200,2025-02-04T18:00:00,22.84,1015,61,22.1,23.56,6.17,230,1
1738648800,2025-02-04T19:00:00,21.78,1015,58,21.18,22.62,6.17,230,0
1738652400,2025-02-04T20:00:00,21.11,1016,73,19.86,21.75,5.66,240,0
1738656000,2025-02-04T21:00:00,19.61,1016,76,18.19,20.4,5.14,230,0
1738659600,2025-02-04T22:00:00,18.1,1017,82,16.89,18.77,4.12,240,0
1738663200,2025-02-04T23:00:00,16.88,1017,66,15.44,18.51,4.12,230,0
1738666800,2025-02-05T00:00:00,16.3,1017,67,14.67,17.85,3.6,240,0
1738670400,2025-02-05T01:00:00,15.8,1017,68,14.11,17.51,3.09,240,1
1738674000,2025-02-05T02:00:00,16.04,1016,68,13.77,17.62,3.09,240,40
1738677600,2025-02-05T03:00:00,15.62,1016,70,13.56,17.06,1.54,243,11
1738681200,2025-02-05T04:00:00,15.71,1015,71,13.56,17.85,1.57,263,12
1738684800,2025-02-05T05:00:00,16.35,1015,70,13.8,18.17,1.49,263,13
1738688400,2025-02-05T06:00:00,16.19,1015,71,13.75,18.17,1.69,267,14
1738692000,2025-02-05T07:00:00,15.77,1015,71,13.24,17.62,1.73,279,13
1738695600,2025-02-05T08:00:00,17.14,1015,70,14.91,18.73,3.09,290,100
1738699200,2025-02-05T09:00:00,19.14,1015,64,18.08,20.95,3.09,290,75
1738702800,2025-02-05T10:00:00,21.17,1015,55,20.44,22.31,2.68,253,75
1738706400,2025-02-05T11:00:00,22.06,1015,63,21.34,22.85,3.13,233,75
1738710000,2025-02-05T12:00:00,23.23,1014,61,22.08,24.19,4.63,230,75
1738713600,2025-02-05T13:00:00,24.04,1014,61,22.69,24.32,6.17,240,75
1738717200,2025-02-05T14:00:00,24.69,1014,61,23.19,25.31,5.14,240,10
1738720800,2025-02-05T15:00:00,24.32,1013,61,23,24.75,6.17,240,11
1738724400,2025-02-05T16:00:00,24.07,1013,64,22.64,24.84,7.2,260,12
1738728000,2025-02-05T17:00:00,23.41,1012,62,22.08,23.77,6.69,250,40
1738731600,2025-02-05T18:00:00,22.69,1012,63,21.58,23.21,7.2,240,33
1738735200,2025-02-05T19:00:00,21.73,1012,60,20.97,22.62,6.17,230,41
1738738800,2025-02-05T20:00:00,20.66,1013,58,19.3,21.51,5.66,230,20
1738742400,2025-02-05T21:00:00,19.01,1013,59,17.69,20.09,5.14,240,75
1738746000,2025-02-05T22:00:00,18.31,1014,62,16.58,19.53,6.17,240,75
1738749600,2025-02-05T23:00:00,17.44,1014,60,15.97,18.4,0.89,223,60
1738753200,2025-02-06T00:00:00,16.78,1014,62,14.91,18.51,6.69,220,40
1738756800,2025-02-06T01:00:00,16.29,1013,61,14.35,17.66,1.34,196,67
1738760400,2025-02-06T02:00:00,15.16,1013,63,13.19,18.4,1.34,222,36
1738764000,2025-02-06T03:00:00,15.11,1013,63,13,17.1,0.89,193,67
1738767600,2025-02-06T04:00:00,15.24,1013,62,12.69,17.85,4.12,210,20
1738771200,2025-02-06T05:00:00,16.86,1013,85,14.75,18.51,4.63,230,75
1738774800,2025-02-06T06:00:00,16.34,1013,86,14.19,18.51,4.12,220,100
1738778400,2025-02-06T07:00:00,16.39,1013,86,14.75,18.51,4.63,220,75
1738782000,2025-02-06T08:00:00,16.82,1014,89,15.23,18.51,3.09,200,100
1738785600,2025-02-06T09:00:00,18.49,1014,64,17.53,20.07,2.57,200,100
1738789200,2025-02-06T10:00:00,20.8,1014,60,19.3,21.89,2.57,160,75
1738792800,2025-02-06T11:00:00,21.77,1014,72,20.51,22.1,2.57,200,100
1738796400,2025-02-06T12:00:00,22.37,1014,58,21.51,23.19,2.68,165,100
1738800000,2025-02-06T13:00:00,23.95,1014,58,22.51,24.88,3.6,240,100
1738803600,2025-02-06T14:00:00,23.94,1013,64,22.51,24.32,4.63,230,100
1738807200,2025-02-06T15:00:00,24.6,1013,62,23.19,24.88,6.17,230,20
1738810800,2025-02-06T16:00:00,24.31,1013,61,22.85,24.51,6.69,240,66
1738814400,2025-02-06T17:00:00,24.3,1013,66,23.51,24.75,6.69,230,60
1738818000,2025-02-06T18:00:00,23.45,1013,61,22.51,23.77,6.17,230,75
1738821600,2025-02-06T19:00:00,22.21,1013,55,21.97,23.24,5.14,220,20
1738825200,2025-02-06T20:00:00,21.57,1013,73,20.07,22.31,5.66,220,75
1738828800,2025-02-06T21:00:00,20.2,1014,78,18.8,20.72,5.14,220,40
1738832400,2025-02-06T22:00:00,19.45,1015,81,17.64,19.88,3.6,200,40
1738836000,2025-02-06T23:00:00,18.37,1015,65,16.53,19.51,4.63,210,40
1738839600,2025-02-07T00:00:00,18.37,1015,63,16.02,19.32,4.63,200,58
1738843200,2025-02-07T01:00:00,17.77,1015,56,16.58,18.64,2.68,165,20
1738846800,2025-02-07T02:00:00,17.84,1015,68,15.97,18.77,1.34,151,20
1738850400,2025-02-07T03:00:00,17.31,1015,65,15.42,18.21,1.54,140,75
1738854000,2025-02-07T04:00:00,16.92,1014,70,14.91,17.66,2.06,160,100
1738857600,2025-02-07T05:00:00,16.63,1014,71,14.35,17.66,2.06,120,100
1738861200,2025-02-07T06:00:00,16.34,1014,72,13.75,17.66,1.03,100,100
1738864800,2025-02-07T07:00:00,15.89,1014,65,13.75,16.51,2.57,120,97
1738868400,2025-02-07T08:00:00,17.29,1015,73,15.42,18.21,1.54,120,72
1738872000,2025-02-07T09:00:00,19.89,1015,69,18.21,20.95,2.24,96,86
1738875600,2025-02-07T10:00:00,21.82,1015,73,21.42,22.62,3.6,50,91
1738879200,2025-02-07T11:00:00,22.99,1016,64,21.53,23.56,4.63,50,75
1738882800,2025-02-07T12:00:00,23.94,1015,61,23.24,24.32,5.14,20,40
1738886400,2025-02-07T13:00:00,24.65,1015,58,23.51,25.4,5.81,61,40
1738890000,2025-02-07T14:00:00,24.5,1015,60,23.77,24.84,5.66,30,20
1738893600,2025-02-07T15:00:00,25.1,1014,61,23.8,25.86,6.17,30,20
1738897200,2025-02-07T16:00:00,23.59,1014,67,23.08,24.67,5.66,60,75
1738900800,2025-02-07T17:00:00,24.18,1014,63,23.08,25.4,7.2,50,20
1738904400,2025-02-07T18:00:00,24.39,1014,62,23.77,24.88,6.17,40,68
1738908000,2025-02-07T19:00:00,23.55,1014,62,22.08,24.28,6.17,30,56
1738911600,2025-02-07T20:00:00,21.64,1014,59,20.97,22.51,5.66,30,0
1738915200,2025-02-07T21:00:00,20.38,1015,61,19.32,21.51,5.14,50,0
1738918800,2025-02-07T22:00:00,20.09,1016,79,19.35,20.51,4.63,50,0
1738922400,2025-02-07T23:00:00,19.58,1016,82,18,20.44,1.79,72,0
1738926000,2025-02-08T00:00:00,18.71,1016,63,17.1,19.88,2.57,80,0
1740740400,2025-03-01T00:00:00,19.95,1024,64,18.21,20.95,4.12,30,75
1740744000,2025-03-01T01:00:00,20.09,1023,62,17.66,21.48,3.58,37,40
1740747600,2025-03-01T02:00:00,19.84,1023,64,18.19,20.95,3.13,34,40
1740751200,2025-03-01T03:00:00,18.94,1023,60,16.53,19.75,2.68,35,20
1740754800,2025-03-01T04:00:00,18.93,1023,61,16.53,19.75,1.34,24,20
1740758400,2025-03-01T05:00:00,18.58,1023,62,17.08,19.53,1.03,100,20
1740762000,2025-03-01T06:00:00,17.95,1023,64,15.42,18.42,2.06,50,20
1740765600,2025-03-01T07:00:00,17.4,1023,64,16.53,18.42,1.03,80,40
1740769200,2025-03-01T08:00:00,17.62,1024,64,16.55,18.97,0.51,120,0
1740772800,2025-03-01T09:00:00,19.42,1024,66,18.75,20.51,1.34,321,20
1740776400,2025-03-01T10:00:00,21.56,1024,54,20.99,22.62,1.54,130,75
1740780000,2025-03-01T11:00:00,22.24,1024,67,21.48,23,0.51,60,20
1740783600,2025-03-01T12:00:00,24,1023,63,22.66,24.75,1.34,5,32
1740787200,2025-03-01T13:00:00,24.38,1023,66,23.51,24.91,3.09,200,75
1740790800,2025-03-01T14:00:00,24.1,1022,55,23.21,24.88,4.12,210,20
1740794400,2025-03-01T15:00:00,23.46,1022,48,23.21,24.35,4.63,220,20
1740798000,2025-03-01T16:00:00,22.75,1021,67,20.97,23.56,5.66,230,75
1740801600,2025-03-01T17:00:00,22.19,1021,57,21.48,24.11,5.14,220,100
1740805200,2025-03-01T18:00:00,23.55,1021,60,23.19,24.35,4.63,230,75
1740808800,2025-03-01T19:00:00,22.49,1021,64,21.48,23.51,5.14,230,56
1740812400,2025-03-01T20:00:00,21.7,1021,66,21.48,21.97,4.63,230,14
1740816000,2025-03-01T21:00:00,20.87,1022,78,19.3,21.51,4.63,220,25
1740819600,2025-03-01T22:00:00,19.84,1022,63,18.19,20.95,3.6,200,43
1740823200,2025-03-01T23:00:00,18.84,1022,64,16.34,19.88,2.57,190,57
1740826800,2025-03-02T00:00:00,18.32,1022,60,15.97,19.32,2.57,190,63
1740830400,2025-03-02T01:00:00,17.96,1022,60,15.42,18.77,3.09,190,53
1740834000,2025-03-02T02:00:00,17.64,1022,66,14.86,18.51,3.09,190,12
1740837600,2025-03-02T03:00:00,16.9,1022,67,13.75,17.66,1.54,170,14
1740841200,2025-03-02T04:00:00,15.72,1021,68,13,17.1,1.83,203,14
1740844800,2025-03-02T05:00:00,15.36,1021,65,13.21,16.55,1.88,204,15
1740848400,2025-03-02T06:00:00,15.12,1021,67,13.21,16.51,2.06,130,14
1740852000,2025-03-02T07:00:00,15.56,1022,85,14.53,16.51,2.06,150,20
1740855600,2025-03-02T08:00:00,15.84,1022,86,15.09,16.51,1.03,90,19
1740859200,2025-03-02T09:00:00,17.16,1022,65,16.53,18.97,1.34,206,75
1740862800,2025-03-02T10:00:00,20.81,1022,70,19.51,21.51,2.24,217,75
1740866400,2025-03-02T11:00:00,21.84,1022,64,21.42,22.62,3.13,207,5
1740870000,2025-03-02T12:00:00,22.04,1021,63,21.48,23.24,4.63,230,40
1740873600,2025-03-02T13:00:00,23.88,1020,58,23.19,24.67,5.14,230,4
1740877200,2025-03-02T14:00:00,24.98,1020,63,23.77,25.86,5.14,230,1
1740880800,2025-03-02T15:00:00,25.08,1019,66,24.51,25.78,6.69,230,0
1740884400,2025-03-02T16:00:00,24.35,1019,68,24.19,25.23,6.17,240,0
1740888000,2025-03-02T17:00:00,23.75,1019,68,23.21,24.35,7.2,240,0
1740895200,2025-03-02T19:00:00,21.88,1020,70,20.97,22.1,3.13,201,0
1740898800,2025-03-02T20:00:00,21.32,1020,68,19.91,21.51,6.17,220,100
1740902400,2025-03-02T21:00:00,20.36,1021,76,18.8,20.64,5.66,220,100
1740906000,2025-03-02T22:00:00,19.52,1021,78,18.19,19.75,5.14,220,0
1740909600,2025-03-02T23:00:00,18.4,1021,81,16.34,18.77,0.45,195,0
1740913200,2025-03-03T00:00:00,17.82,1021,83,15.23,18.51,3.09,210,75
1740916800,2025-03-03T01:00:00,17.04,1020,84,14.67,18.51,3.6,230,40
1740924000,2025-03-03T03:00:00,16.59,1020,85,13.75,17.62,2.17,240,19
1740927600,2025-03-03T04:00:00,16.61,1020,86,14.3,18.51,3.09,260,75
1740931200,2025-03-03T05:00:00,17.1,1020,85,14.67,18.73,2.02,236,19
1740934800,2025-03-03T06:00:00,17.09,1020,86,15.78,17.66,2.21,244,21
1740938400,2025-03-03T07:00:00,17.63,1020,85,16.89,19.51,4.12,240,100
1740942000,2025-03-03T08:00:00,18.17,1020,84,16.53,19.51,3.6,230,100
1740945600,2025-03-03T09:00:00,19.72,1020,81,18.19,20.95,3.09,230,75
1740949200,2025-03-03T10:00:00,21.48,1020,70,20.42,22.31,2.57,260,100
1740952800,2025-03-03T11:00:00,22.79,1020,65,21.48,23.73,2.06,220,75
1740956400,2025-03-03T12:00:00,23.23,1019,68,22.53,24.11,3.6,250,75
1740960000,2025-03-03T13:00:00,23.24,1019,68,22.69,24.11,6.17,230,20
1740963600,2025-03-03T14:00:00,23.84,1019,66,23.08,24.67,6.17,240,75
1740967200,2025-03-03T15:00:00,24.21,1018,64,23.64,25.17,6.17,230,0
1740970800,2025-03-03T16:00:00,24.97,1017,67,23.75,25.99,5.66,240,0
1740974400,2025-03-03T17:00:00,24.25,1017,69,23.19,25.17,6.69,230,11
1740978000,2025-03-03T18:00:00,23.83,1017,71,22.13,24.61,5.66,240,19
1740981600,2025-03-03T19:00:00,22.5,1018,68,21.48,23.5,5.14,240,20
1740985200,2025-03-03T20:00:00,21.08,1018,68,19.91,21.51,4.63,240,12
1740988800,2025-03-03T21:00:00,20.12,1019,75,18.24,20.95,4.63,250,20
1740992400,2025-03-03T22:00:00,18.97,1020,78,16.89,19.84,4.12,250,60
1740996000,2025-03-03T23:00:00,17.89,1019,82,15.78,18.51,3.6,240,70
1740999600,2025-03-04T00:00:00,18.07,1019,81,15.42,18.73,0.45,324,76
1741003200,2025-03-04T01:00:00,17.04,1019,84,14.67,18.51,4.12,250,80
1741006800,2025-03-04T02:00:00,17.45,1019,83,14.3,18.73,2.25,234,100
1741010400,2025-03-04T03:00:00,16.76,1018,83,14.35,18.17,2.13,241,100
1741014000,2025-03-04T04:00:00,16.58,1018,83,14.53,17.62,2.01,243,100
1741017600,2025-03-04T05:00:00,16.58,1018,83,14.35,17.62,1.76,251,100
1741021200,2025-03-04T06:00:00,16.58,1017,84,14.53,17.62,1.59,259,100
1741024800,2025-03-04T07:00:00,16.72,1017,84,14.3,17.62,1.7,271,100
1741028400,2025-03-04T08:00:00,17.33,1018,85,15.64,18.51,2.57,320,20
1741032000,2025-03-04T09:00:00,18.05,1018,84,16.53,19.28,2.06,360,40
1741035600,2025-03-04T10:00:00,19.38,1018,81,18.19,21.2,2.06,330,40
1741039200,2025-03-04T11:00:00,20.91,1018,72,19.86,21.51,2.57,320,20
1741042800,2025-03-04T12:00:00,21.7,1018,72,21.34,22.62,2.57,320,100
1741046400,2025-03-04T13:00:00,21.88,1017,70,21.34,22.51,3.6,290,40
1741050000,2025-03-04T14:00:00,22.14,1017,69,21.48,23.17,3.6,270,100
1741053600,2025-03-04T15:00:00,22.19,1016,68,21.48,23.17,5.14,260,20
1741057200,2025-03-04T16:00:00,22.04,1016,67,21.48,23.17,5.14,270,100
1741060800,2025-03-04T17:00:00,21.75,1016,67,20.42,22.86,6.17,260,100
1741064400,2025-03-04T18:00:00,21.85,1016,68,20.42,22.62,5.66,260,20
1741068000,2025-03-04T19:00:00,21.08,1016,69,20.31,22.06,5.14,280,40
1741071600,2025-03-04T20:00:00,20.79,1016,71,19.75,21.51,6.17,280,20
1741075200,2025-03-04T21:00:00,20.22,1016,80,19.11,20.95,8.23,270,75
1741078800,2025-03-04T22:00:00,17.6,1016,85,16.89,18.24,5.66,250,75
1741082400,2025-03-04T23:00:00,17.47,1016,86,16.58,18.17,5.66,260,75
1741086000,2025-03-05T00:00:00,18.05,1016,87,16.75,18.73,7.2,260,75
1741089600,2025-03-05T01:00:00,17.57,1016,87,16.75,18.51,8.75,220,75
1741093200,2025-03-05T02:00:00,16.08,1016,87,15.78,16.55,2.24,197,83
1741096800,2025-03-05T03:00:00,15.41,1015,85,14.75,16.55,2.68,195,92
1741100400,2025-03-05T04:00:00,15.15,1015,85,14.3,15.99,2.24,231,88
1741104000,2025-03-05T05:00:00,15.47,1014,82,14.35,16.55,1.79,236,73
1741107600,2025-03-05T06:00:00,16.53,1014,77,15.47,17.51,5.66,240,40
1741111200,2025-03-05T07:00:00,16.05,1015,84,15.23,17.51,7.2,210,40
1741114800,2025-03-05T08:00:00,17.43,1016,80,15.42,17.66,7.72,210,0
1741118400,2025-03-05T09:00:00,18.02,1016,72,16.75,18.73,6.69,190,0
1741122000,2025-03-05T10:00:00,19.3,1017,67,18.5,20.4,5.66,190,0
1741125600,2025-03-05T11:00:00,20.72,1017,61,19.51,21.51,5.66,180,0
1741129200,2025-03-05T12:00:00,21.39,1017,59,20.44,22.06,7.15,207,7
1741132800,2025-03-05T13:00:00,21.91,1017,57,21.02,22.62,5.14,190,5
1741136400,2025-03-05T14:00:00,21.92,1017,60,20.99,23.5,8.23,220,24
1741140000,2025-03-05T15:00:00,21.84,1016,63,21.48,23,9.26,220,15
1741143600,2025-03-05T16:00:00,21.78,1015,65,21.42,22.62,5.36,188,11
1741147200,2025-03-05T17:00:00,21.59,1015,62,20.86,22.94,8.23,220,8
1741150800,2025-03-05T18:00:00,21.05,1015,62,20.31,22.39,8.75,210,7
1741154400,2025-03-05T19:00:00,20.06,1016,67,19.3,21.2,8.23,200,6
1741158000,2025-03-05T20:00:00,19.12,1016,69,17.64,19.84,8.23,200,0
1741161600,2025-03-05T21:00:00,17.96,1017,76,16.53,18.5,7.2,200,0
1741165200,2025-03-05T22:00:00,17.93,1018,76,16.2,18.21,5.14,170,1
1741168800,2025-03-05T23:00:00,16.76,1019,75,15.51,17.1,4.12,150,2
1741172400,2025-03-06T00:00:00,15.9,1019,76,13.97,16.51,3.6,170,6
1741176000,2025-03-06T01:00:00,14.95,1019,77,13.51,15.4,5.14,160,11
1741179600,2025-03-06T02:00:00,13.95,1019,76,13.19,14.32,4.63,160,0
1741183200,2025-03-06T03:00:00,13.68,1019,75,12.45,14.28,4.63,170,0
1741186800,2025-03-06T04:00:00,12.91,1019,76,11.34,13.73,4.63,170,0
1741190400,2025-03-06T05:00:00,12.88,1019,77,12.08,13.21,5.14,170,0
1741194000,2025-03-06T06:00:00,12.35,1019,76,9.53,12.66,4.12,170,0
1741197600,2025-03-06T07:00:00,12.12,1019,77,8.97,12.66,3.6,150,0
1741201200,2025-03-06T08:00:00,11.92,1020,78,9.3,12.66,3.6,150,0
1741204800,2025-03-06T09:00:00,13.37,1020,75,12.51,14.35,4.12,150,0
1741208400,2025-03-06T10:00:00,15.57,1020,68,14.75,16.51,4.02,141,0
1741212000,2025-03-06T11:00:00,17.59,1020,62,16.51,18.17,4.47,151,0
1741215600,2025-03-06T12:00:00,18.25,1019,65,17.51,18.56,5.14,140,0
1741219200,2025-03-06T13:00:00,19.82,1019,62,19.3,20.72,4.63,170,0
1741222800,2025-03-06T14:00:00,21.08,1018,55,19.3,21.42,4.47,169,0
1741226400,2025-03-06T15:00:00,20.61,1017,58,19.51,20.99,4.12,240,0
1741230000,2025-03-06T16:00:00,20.48,1016,56,19.51,21.02,6.17,240,0
1741233600,2025-03-06T17:00:00,20.37,1016,61,19.3,21.48,5.36,196,0
1741237200,2025-03-06T18:00:00,19.32,1016,61,18.51,21.2,5.66,220,0
1741240800,2025-03-06T19:00:00,18.9,1016,62,18.08,19.84,6.17,210,0
1741244400,2025-03-06T20:00:00,17.35,1017,67,16.58,18.17,5.66,210,0
1741248000,2025-03-06T21:00:00,16.06,1017,73,14.11,16.51,5.14,210,0
1741251600,2025-03-06T22:00:00,15.77,1018,71,14.53,16.28,3.09,200,0
1741255200,2025-03-06T23:00:00,14.84,1018,74,12.86,15.51,2.06,170,0
1741258800,2025-03-07T00:00:00,13.93,1018,78,11.2,14.51,0.51,100,0
1741262400,2025-03-07T01:00:00,13.79,1018,78,11.2,14.88,0,0,0
1741266000,2025-03-07T02:00:00,13.42,1018,79,12.51,14.32,0.51,110,0
1741269600,2025-03-07T03:00:00,12.86,1017,81,12.51,13.21,1.54,20,0
1741273200,2025-03-07T04:00:00,12.42,1017,83,11.51,13.21,1.03,10,0
1741276800,2025-03-07T05:00:00,12.25,1017,83,11.97,13.21,1.54,140,0
